L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60
9.010,9.010,9.010,34.946,33.225,48.023,0.615,2.525,21.859,1.495,13.973,19.930,2.791,36.112,20.493,4.144,54.951,21.626,5.438,74.546,20.929,8.186,89.832,23.601,8.038,107.983,23.179,10.777,121.642,23.951,11.773,136.659,24.068,13.622,148.843,24.366,14.418,161.435,24.377,15.384,172.941,24.323,15.920,183.997,24.414,16.945,193.358,25.180,17.593,203.086,25.237,18.458,211.963,25.083,19.153,220.589,25.493,19.565,228.134,25.701,20.742,236.071,25.312,20.915,240.976,25.229,31.250,3.861,4.343,32.157,10.946,8.008,29.767,34.230,8.126,29.683,53.776,10.642,31.082,71.318,10.509,29.208,90.245,11.379,28.546,107.264,12.888,28.509,121.641,13.955,28.431,136.236,15.203,28.127,148.113,16.047,28.650,161.325,17.292,28.293,171.938,18.022,27.919,183.154,18.899,27.973,193.679,20.127,27.620,203.150,20.473,27.212,211.418,20.706,26.707,219.854,21.220,26.462,227.553,21.512,26.279,235.669,22.099,26.855,241.001,22.460,30.663,3.687,40.284,31.925,12.873,36.940,29.774,34.243,36.409,29.694,53.727,35.414,29.155,72.921,35.478,29.879,89.775,34.959,30.153,106.844,34.902,28.738,121.254,34.472,28.167,136.060,33.852,28.443,147.892,33.238,28.102,160.902,32.741,28.314,171.496,32.561,28.121,183.078,32.713,28.495,193.048,32.209,28.288,202.938,31.866,28.018,211.839,31.463,27.740,220.490,30.830,27.274,227.779,30.617,26.826,236.047,29.731,27.815,241.983,28.082
10.010,10.010,10.010,36.656,35.346,50.151,0.615,2.525,21.859,1.489,13.955,19.931,2.785,36.065,20.501,4.143,54.867,21.643,5.448,74.433,20.953,8.210,89.682,23.631,8.083,107.796,23.221,10.843,121.412,24.005,11.863,136.381,24.136,13.733,148.506,24.450,14.548,161.036,24.471,15.536,172.480,24.426,16.091,183.482,24.522,17.132,192.796,25.284,17.801,202.475,25.321,18.687,211.307,25.141,19.403,219.889,25.513,19.835,227.393,25.679,21.038,235.279,25.249,21.213,240.151,25.156,31.250,3.861,4.343,32.158,10.946,8.008,29.763,34.182,8.132,29.687,53.694,10.657,31.094,71.209,10.532,29.234,90.084,11.408,28.594,107.057,12.930,28.579,121.395,14.008,28.527,135.944,15.273,28.241,147.766,16.128,28.787,160.912,17.387,28.447,171.468,18.123,28.091,182.625,19.004,28.164,193.089,20.228,27.832,202.506,20.555,27.445,210.732,20.766,26.959,219.117,21.244,26.734,226.764,21.491,26.577,234.849,22.040,27.158,240.181,22.395,30.663,3.687,40.284,31.924,12.861,36.940,29.770,34.192,36.417,29.696,53.635,35.429,29.169,72.790,35.502,29.905,89.600,34.991,30.200,106.620,34.944,28.806,120.990,34.528,28.260,135.746,33.922,28.555,147.524,33.323,28.237,160.476,32.836,28.466,171.011,32.664,28.295,182.541,32.821,28.686,192.471,32.314,28.498,202.316,31.952,28.249,211.182,31.523,27.992,219.794,30.854,27.547,227.044,30.600,27.120,235.257,29.673,28.116,241.160,28.015
11.010,11.010,11.010,39.481,38.323,53.923,0.615,2.525,21.859,1.482,13.931,19.931,2.776,36.004,20.514,4.140,54.759,21.671,5.458,74.289,20.998,8.233,89.489,23.690,8.131,107.555,23.307,10.915,121.116,24.116,11.960,136.024,24.279,13.851,148.074,24.625,14.685,160.525,24.679,15.695,171.891,24.664,16.266,182.823,24.788,17.321,192.077,25.568,18.008,201.695,25.605,18.914,210.469,25.417,19.646,218.996,25.770,20.095,226.447,25.909,21.322,234.261,25.449,21.506,239.078,25.336,31.250,3.861,4.343,32.160,10.946,8.009,29.758,34.124,8.142,29.689,53.593,10.682,31.105,71.078,10.573,29.261,89.887,11.465,28.647,106.802,13.015,28.656,121.093,14.118,28.630,135.586,15.418,28.363,147.337,16.300,28.934,160.402,17.598,28.609,170.884,18.358,28.268,181.969,19.268,28.358,192.355,20.510,28.044,201.704,20.837,27.675,209.879,21.044,27.206,218.198,21.503,26.997,225.780,21.723,26.864,233.800,22.242,27.455,239.098,22.577,30.663,3.688,40.284,31.922,12.846,36.940,29.764,34.125,36.429,29.697,53.515,35.455,29.183,72.619,35.545,29.932,89.372,35.051,30.251,106.331,35.028,28.879,120.647,34.641,28.359,135.338,34.067,28.674,147.047,33.500,28.381,159.924,33.043,28.626,170.383,32.900,28.473,181.846,33.087,28.878,191.725,32.598,28.708,201.512,32.239,28.477,210.335,31.804,28.236,218.899,31.116,27.809,226.097,30.837,27.406,234.239,29.877,28.414,240.090,28.196
12.010,12.010,12.010,42.800,41.967,59.179,0.615,2.525,21.859,1.476,13.911,19.932,2.769,35.951,20.526,4.138,54.665,21.696,5.467,74.165,21.038,8.256,89.322,23.742,8.176,107.346,23.382,10.981,120.859,24.213,12.049,135.712,24.404,13.961,147.698,24.779,14.813,160.079,24.860,15.844,171.376,24.872,16.431,182.249,25.022,17.500,191.450,25.817,18.207,201.014,25.854,19.132,209.739,25.661,19.882,218.216,25.998,20.349,225.620,26.116,21.597,233.371,25.630,21.785,238.142,25.499,31.250,3.860,4.343,32.161,10.945,8.009,29.753,34.073,8.151,29.692,53.505,10.703,31.117,70.962,10.609,29.286,89.715,11.516,28.695,106.579,13.089,28.727,120.828,14.214,28.726,135.271,15.545,28.477,146.961,16.451,29.070,159.954,17.782,28.761,170.373,18.563,28.435,181.393,19.498,28.542,191.712,20.758,28.246,201.002,21.086,27.896,209.131,21.290,27.444,217.394,21.734,27.253,224.919,21.931,27.141,232.885,22.424,27.737,238.155,22.741,30.663,3.688,40.284,31.921,12.833,36.940,29.759,34.066,36.440,29.698,53.411,35.478,29.196,72.469,35.583,29.957,89.172,35.105,30.298,106.078,35.101,28.947,120.346,34.739,28.452,134.981,34.194,28.785,146.630,33.655,28.514,159.439,33.225,28.775,169.833,33.107,28.641,181.236,33.320,29.060,191.071,32.848,28.908,200.807,32.491,28.697,209.592,32.053,28.473,218.112,31.350,28.064,225.266,31.051,27.680,233.352,30.060,28.697,239.159,28.358
13.010,13.010,13.010,44.486,43.667,61.502,0.615,2.525,21.859,1.470,13.890,19.933,2.763,35.899,20.537,4.137,54.573,21.721,5.478,74.042,21.077,8.281,89.156,23.794,8.224,107.140,23.458,11.052,120.605,24.310,12.145,135.405,24.529,14.079,147.325,24.933,14.949,159.637,25.042,16.004,170.866,25.081,16.609,181.679,25.256,17.695,190.827,26.067,18.422,200.338,26.105,19.369,209.013,25.908,20.139,217.443,26.230,20.626,224.800,26.327,21.895,232.487,25.814,22.085,237.213,25.665,31.250,3.860,4.343,32.162,10.945,8.009,29.749,34.023,8.160,29.696,53.417,10.725,31.129,70.847,10.645,29.314,89.543,11.567,28.748,106.357,13.164,28.803,120.564,14.311,28.828,134.958,15.673,28.597,146.588,16.603,29.215,159.508,17.967,28.923,169.864,18.769,28.615,180.821,19.730,28.741,191.072,21.006,28.466,200.303,21.336,28.137,208.388,21.537,27.705,216.594,21.968,27.532,224.063,22.144,27.440,231.978,22.611,28.042,237.220,22.909,30.663,3.688,40.284,31.920,12.820,36.940,29.754,34.007,36.451,29.700,53.306,35.500,29.210,72.320,35.621,29.984,88.973,35.158,30.348,105.825,35.175,29.019,120.047,34.839,28.550,134.625,34.321,28.903,146.213,33.810,28.656,158.957,33.407,28.934,169.284,33.315,28.822,180.628,33.553,29.257,190.419,33.098,29.125,200.105,32.745,28.935,208.851,32.303,28.732,217.329,31.586,28.344,224.437,31.268,27.978,232.473,30.248,29.001,238.238,28.525
14.010,14.010,14.010,55.272,44.077,60.725,0.615,2.525,21.859,1.461,13.863,19.933,2.752,35.828,20.552,4.130,54.447,21.753,5.482,73.875,21.126,8.297,88.933,23.857,8.262,106.861,23.550,11.111,120.263,24.428,12.226,134.992,24.680,14.176,146.827,25.118,15.058,159.047,25.259,16.127,170.186,25.327,16.738,180.920,25.530,17.829,190.000,26.355,18.564,199.440,26.389,19.521,208.052,26.179,20.296,216.418,26.474,20.789,223.713,26.536,22.105,231.365,25.986,22.310,236.035,25.817,31.250,3.860,4.343,32.163,10.945,8.010,29.742,33.957,8.171,29.695,53.302,10.753,31.136,70.698,10.690,29.335,89.320,11.630,28.792,106.068,13.255,28.869,120.220,14.428,28.918,134.550,15.828,28.701,146.100,16.786,29.335,158.927,18.189,29.052,169.200,19.014,28.749,180.074,20.002,28.881,190.238,21.295,28.614,199.391,21.620,28.294,207.416,21.812,27.868,215.548,22.218,27.705,222.946,22.360,27.653,230.809,22.787,28.274,236.021,23.065,30.663,3.688,40.284,31.919,12.803,36.940,29.747,33.931,36.465,29.698,53.171,35.529,29.220,72.128,35.668,30.004,88.717,35.224,30.390,105.499,35.266,29.081,119.660,34.960,28.633,134.165,34.475,29.002,145.675,33.998,28.772,158.333,33.626,29.059,168.576,33.561,28.955,179.843,33.828,29.394,189.577,33.390,29.268,199.198,33.034,29.088,207.894,32.582,28.890,216.316,31.838,28.514,223.363,31.489,28.182,231.338,30.427,29.232,237.050,28.681
15.010,15.010,15.010,49.070,47.722,66.844,0.615,2.525,21.859,1.455,13.841,19.934,2.744,35.772,20.563,4.126,54.349,21.777,5.486,73.744,21.164,8.313,88.759,23.907,8.296,106.644,23.621,11.164,119.997,24.520,12.298,134.669,24.797,14.264,146.437,25.262,15.160,158.585,25.428,16.245,169.654,25.519,16.867,180.327,25.744,17.969,189.353,26.582,18.719,198.739,26.614,19.692,207.299,26.395,20.482,215.616,26.673,20.989,222.863,26.712,22.332,230.463,26.134,22.543,235.088,25.950,31.250,3.860,4.343,32.164,10.945,8.010,29.737,33.904,8.180,29.696,53.212,10.774,31.143,70.580,10.725,29.353,89.143,11.678,28.831,105.839,13.325,28.927,119.948,14.519,28.996,134.227,15.948,28.793,145.715,16.928,29.446,158.468,18.361,29.173,168.675,19.205,28.881,179.483,20.214,29.025,189.578,21.521,28.773,198.670,21.845,28.469,206.649,22.032,28.057,214.722,22.420,27.909,222.063,22.539,27.881,229.879,22.939,28.511,235.064,23.199,30.663,3.688,40.284,31.917,12.790,36.940,29.741,33.872,36.475,29.697,53.065,35.551,29.228,71.976,35.705,30.022,88.514,35.274,30.426,105.242,35.336,29.134,119.355,35.053,28.707,133.802,34.594,29.091,145.249,34.143,28.879,157.840,33.796,29.177,168.014,33.753,29.086,179.220,34.042,29.536,188.909,33.618,29.424,198.477,33.263,29.260,207.134,32.804,29.076,215.511,32.043,28.718,222.511,31.673,28.406,230.435,30.580,29.468,236.104,28.815
16.010,16.010,16.010,39.035,80.332,84.304,0.615,2.525,21.859,1.449,13.819,19.934,2.742,35.718,20.572,4.139,54.252,21.795,5.528,73.614,21.189,8.386,88.584,23.934,8.423,106.427,23.656,11.343,119.725,24.562,12.539,134.339,24.846,14.565,146.033,25.318,15.528,158.106,25.481,16.690,169.098,25.565,17.392,179.704,25.775,18.571,188.672,26.586,19.420,197.998,26.563,20.487,206.505,26.284,21.303,214.745,26.541,21.748,221.960,26.584,23.038,229.528,26.015,23.216,234.115,25.833,31.250,3.860,4.343,32.166,10.944,8.010,29.737,33.840,8.186,29.714,53.101,10.789,31.183,70.433,10.747,29.430,88.925,11.702,28.960,105.558,13.359,29.109,119.615,14.558,29.242,133.832,15.998,29.093,145.244,16.979,29.820,157.906,18.414,29.613,168.034,19.246,29.399,178.765,20.239,29.631,188.776,21.515,29.473,197.790,21.787,29.258,205.722,21.917,28.875,213.903,22.268,28.674,221.227,22.399,28.589,228.975,22.812,29.185,234.131,23.074,30.663,3.688,40.284,31.917,12.775,36.940,29.740,33.805,36.484,29.714,52.944,35.567,29.273,71.805,35.728,30.099,88.284,35.302,30.554,104.948,35.369,29.314,119.009,35.096,28.950,133.392,34.644,29.391,144.768,34.198,29.252,157.282,33.847,29.616,167.379,33.796,29.612,178.518,34.069,30.144,188.152,33.617,30.131,197.659,33.210,30.065,206.279,32.690,29.904,214.687,31.894,29.492,221.661,31.542,29.119,229.533,30.455,30.143,235.167,28.692
17.010,17.010,17.010,52.753,51.471,71.347,0.615,2.525,21.859,1.443,13.799,19.935,2.737,35.665,20.583,4.142,54.158,21.816,5.546,73.489,21.221,8.421,88.414,23.975,8.486,106.216,23.715,11.432,119.463,24.639,12.656,134.020,24.944,14.705,145.644,25.439,15.687,157.644,25.625,16.870,168.563,25.729,17.586,179.106,25.960,18.776,188.019,26.785,19.638,197.289,26.762,20.719,205.743,26.479,21.551,213.932,26.719,22.016,221.097,26.737,23.334,228.611,26.140,23.518,233.150,25.943,31.250,3.860,4.343,32.167,10.944,8.010,29.734,33.786,8.194,29.721,53.007,10.807,31.202,70.309,10.776,29.468,88.742,11.742,29.026,105.322,13.417,29.202,119.335,14.633,29.365,133.501,16.099,29.236,144.850,17.098,29.988,157.438,18.560,29.796,167.501,19.408,29.596,178.167,20.422,29.840,188.110,21.713,29.696,197.065,21.985,29.494,204.950,22.114,29.126,213.061,22.451,28.945,220.326,22.556,28.887,228.028,22.939,29.491,233.160,23.185,30.662,3.688,40.284,31.916,12.762,36.940,29.737,33.745,36.493,29.719,52.837,35.585,29.294,71.651,35.759,30.137,88.079,35.344,30.618,104.687,35.426,29.404,118.700,35.174,29.069,133.025,34.743,29.531,144.338,34.321,29.417,156.783,33.990,29.796,166.811,33.960,29.809,177.889,34.254,30.352,187.476,33.817,30.351,196.931,33.412,30.298,205.510,32.889,30.152,213.867,32.078,29.762,220.792,31.703,29.414,228.614,30.584,30.449,234.206,28.803
18.000,18.000,18.000,50.566,55.279,115.790,0.615,2.525,21.859,1.436,13.776,19.936,2.732,35.606,20.601,4.147,54.054,21.857,5.573,73.350,21.291,8.473,88.224,24.071,8.578,105.980,23.858,11.564,119.169,24.824,12.836,133.662,25.187,14.928,145.209,25.740,15.959,157.129,25.991,17.200,167.968,26.164,17.975,178.443,26.469,19.223,187.292,27.357,20.162,196.501,27.391,21.327,204.897,27.160,22.254,213.029,27.443,22.825,220.142,27.497,24.271,227.596,26.947,24.491,232.088,26.784,31.250,3.860,4.343,32.169,10.944,8.011,29.731,33.728,8.209,29.732,52.905,10.844,31.230,70.175,10.841,29.524,88.542,11.839,29.123,105.061,13.559,29.341,119.024,14.820,29.552,133.129,16.347,29.464,144.405,17.398,30.271,156.902,18.934,30.127,166.888,19.842,29.985,177.477,20.929,30.295,187.334,22.290,30.225,196.217,22.618,30.102,204.050,22.799,29.829,212.084,23.181,29.755,219.284,23.323,29.823,226.944,23.758,30.468,232.133,24.035,30.662,3.689,40.284,31.915,12.745,36.940,29.734,33.670,36.510,29.728,52.704,35.623,29.324,71.461,35.826,30.190,87.825,35.442,30.710,104.363,35.567,29.535,118.316,35.362,29.247,132.569,34.988,29.750,143.802,34.623,29.689,156.161,34.358,30.116,166.100,34.391,30.191,177.097,34.762,30.795,186.623,34.393,30.869,196.008,34.049,30.899,204.536,33.582,30.850,212.833,32.819,30.564,219.697,32.481,30.336,227.473,31.409,31.407,233.215,29.666
19.000,19.000,19.000,56.664,54.746,82.678,0.615,2.525,21.859,1.425,13.741,19.936,2.707,35.514,20.611,4.105,53.892,21.877,5.506,73.135,21.315,8.382,87.948,24.095,8.449,105.630,23.885,11.398,118.755,24.854,12.615,133.169,25.213,14.649,144.623,25.761,15.594,156.437,25.989,16.742,167.175,26.125,17.398,177.560,26.376,18.528,186.343,27.197,19.324,195.474,27.120,20.344,203.797,26.765,21.124,211.938,26.917,21.584,219.089,26.970,22.948,226.503,26.489,23.120,231.085,26.321,31.250,3.860,4.343,32.169,10.944,8.011,29.712,33.658,8.216,29.699,52.786,10.861,31.174,70.023,10.865,29.437,88.310,11.862,29.005,104.761,13.589,29.185,118.668,14.852,29.346,132.708,16.382,29.199,143.900,17.425,29.924,156.306,18.944,29.690,166.205,19.814,29.429,176.708,20.849,29.608,186.482,22.134,29.402,195.282,22.356,29.145,203.047,22.423,28.713,211.058,22.670,28.543,218.336,22.797,28.516,225.961,23.304,29.125,231.122,23.598,30.662,3.689,40.284,31.912,12.729,36.939,29.714,33.598,36.520,29.692,52.576,35.642,29.266,71.280,35.851,30.103,87.586,35.470,30.589,104.064,35.597,29.373,117.957,35.398,29.033,132.141,35.024,29.479,143.307,34.656,29.337,155.590,34.368,29.674,165.461,34.369,29.629,176.397,34.687,30.106,185.884,34.248,30.035,195.220,33.795,29.918,203.703,33.202,29.725,211.923,32.302,29.330,218.700,31.965,29.004,226.440,30.960,30.030,232.167,29.247
20.000,20.000,20.000,59.710,58.416,80.387,0.615,2.525,21.859,1.419,13.719,19.937,2.700,35.457,20.622,4.102,53.791,21.900,5.514,73.000,21.349,8.403,87.767,24.137,8.492,105.405,23.945,11.463,118.478,24.931,12.703,132.834,25.311,14.755,144.218,25.881,15.718,155.957,26.128,16.886,166.621,26.282,17.557,176.941,26.551,18.700,185.668,27.380,19.517,194.742,27.298,20.560,203.012,26.932,21.364,211.095,27.057,21.851,218.191,27.069,23.248,225.556,26.547,23.431,230.079,26.363,31.250,3.860,4.343,32.170,10.943,8.012,29.707,33.603,8.224,29.701,52.690,10.880,31.184,69.897,10.896,29.461,88.122,11.903,29.052,104.518,13.648,29.254,118.380,14.928,29.440,132.366,16.483,29.309,143.491,17.542,30.056,155.820,19.087,29.836,165.650,19.970,29.589,176.084,21.021,29.784,185.787,22.315,29.598,194.522,22.532,29.363,202.238,22.591,28.955,210.172,22.815,28.811,217.384,22.899,28.817,224.977,23.362,29.438,230.105,23.636,30.662,3.689,40.284,31.910,12.715,36.939,29.709,33.536,36.530,29.693,52.466,35.662,29.278,71.122,35.883,30.126,87.376,35.513,30.634,103.797,35.655,29.439,117.640,35.477,29.123,131.763,35.123,29.586,142.863,34.776,29.465,155.076,34.507,29.817,164.875,34.525,29.790,175.747,34.861,30.282,185.186,34.431,30.230,194.466,33.975,30.135,202.906,33.372,29.967,211.075,32.448,29.600,217.803,32.070,29.306,225.489,31.019,30.349,231.157,29.283
21.000,21.000,21.000,64.928,64.506,81.635,0.615,2.525,21.859,1.414,13.701,19.938,2.696,35.410,20.640,4.108,53.708,21.941,5.539,72.891,21.421,8.448,87.615,24.239,8.572,105.216,24.098,11.577,118.241,25.131,12.856,132.544,25.574,14.944,143.864,26.209,15.947,155.538,26.533,17.162,166.137,26.771,17.881,176.404,27.133,19.072,185.077,28.051,19.951,194.105,28.065,21.064,202.331,27.795,21.924,210.361,27.990,22.414,217.420,27.933,23.799,224.746,27.294,23.969,229.221,27.048,31.251,3.860,4.343,32.171,10.943,8.012,29.706,33.559,8.239,29.711,52.612,10.919,31.210,69.794,10.963,29.511,87.967,12.006,29.136,104.316,13.801,29.373,118.137,15.129,29.600,132.074,16.750,29.502,143.143,17.870,30.295,155.399,19.499,30.114,165.169,20.455,29.913,175.543,21.601,30.162,185.178,22.993,30.038,193.863,23.302,29.870,201.544,23.454,29.514,209.417,23.749,29.382,216.550,23.780,29.375,224.130,24.120,29.981,229.238,24.326,30.662,3.689,40.284,31.910,12.701,36.939,29.706,33.474,36.546,29.701,52.355,35.700,29.305,70.963,35.952,30.173,87.163,35.617,30.713,103.525,35.805,29.551,117.318,35.679,29.274,131.379,35.387,29.771,142.412,35.104,29.693,154.551,34.912,30.084,164.274,35.007,30.108,175.076,35.439,30.650,184.462,35.105,30.658,193.681,34.748,30.631,202.077,34.245,30.528,210.302,33.387,30.164,217.134,32.946,29.852,224.748,31.773,30.885,230.349,29.963
22.000,22.000,22.000,64.142,68.300,86.800,0.615,2.525,21.859,1.406,13.674,19.940,2.686,35.340,20.661,4.102,53.584,21.987,5.545,72.727,21.499,8.467,87.391,24.345,8.613,104.937,24.253,11.638,117.896,25.333,12.937,132.125,25.836,15.039,143.357,26.531,16.050,154.938,26.922,17.274,165.443,27.230,17.993,175.630,27.669,19.182,184.231,28.654,20.060,193.190,28.732,21.172,201.356,28.524,22.029,209.320,28.778,22.523,216.313,28.783,23.895,223.625,28.206,24.056,228.113,27.937,31.251,3.859,4.343,32.173,10.943,8.012,29.699,33.497,8.256,29.711,52.503,10.959,31.218,69.652,11.033,29.533,87.755,12.111,29.182,104.038,13.954,29.440,117.806,15.330,29.689,131.679,17.015,29.603,142.670,18.188,30.409,154.833,19.893,30.232,164.522,20.909,30.030,174.815,22.129,30.277,184.364,23.594,30.152,192.978,23.966,29.983,200.607,24.177,29.626,208.401,24.531,29.493,215.473,24.620,29.482,223.008,25.032,30.079,228.069,25.215,30.662,3.689,40.284,31.908,12.683,36.940,29.699,33.394,36.565,29.700,52.212,35.741,29.316,70.759,36.026,30.195,86.893,35.723,30.757,103.181,35.956,29.613,116.909,35.880,29.357,130.893,35.647,29.866,141.843,35.423,29.803,153.891,35.298,30.198,163.523,35.456,30.225,174.240,35.967,30.764,183.565,35.704,30.770,192.716,35.415,30.741,201.060,34.976,30.635,209.220,34.181,30.277,215.980,33.796,29.948,223.637,32.689,30.997,229.262,30.835
23.000,23.000,23.000,70.480,97.868,91.154,0.615,2.525,21.859,1.400,13.653,19.939,2.682,35.288,20.662,4.105,53.490,21.987,5.564,72.601,21.489,8.504,87.227,24.321,8.679,104.731,24.210,11.733,117.644,25.270,13.065,131.821,25.743,15.196,142.986,26.406,16.237,154.498,26.746,17.495,164.934,26.988,18.245,175.063,27.346,19.467,183.640,28.273,20.333,192.590,28.411,21.434,200.715,28.278,22.285,208.628,28.575,22.785,215.576,28.593,24.177,222.849,28.020,24.344,227.287,27.756,31.251,3.859,4.343,32.174,10.943,8.013,29.697,33.437,8.256,29.719,52.401,10.958,31.238,69.517,11.025,29.573,87.554,12.085,29.252,103.781,13.911,29.540,117.502,15.266,29.823,131.320,16.926,29.762,142.243,18.064,30.603,154.327,19.720,30.452,163.945,20.673,30.280,174.166,21.809,30.570,183.743,23.221,30.439,192.458,23.655,30.254,200.016,23.936,29.891,207.723,24.334,29.763,214.723,24.436,29.768,222.219,24.850,30.373,227.246,25.036,30.662,3.689,40.284,31.907,12.671,36.939,29.696,33.340,36.567,29.706,52.116,35.741,29.337,70.622,36.017,30.234,86.709,35.701,30.824,102.949,35.914,29.708,116.635,35.821,29.486,130.568,35.559,30.023,141.463,35.305,29.993,153.452,35.127,30.416,163.027,35.228,30.479,173.702,35.658,31.030,182.977,35.332,31.042,192.066,35.104,30.999,200.387,34.742,30.886,208.508,33.992,30.537,215.227,33.619,30.227,222.847,32.510,31.288,228.426,30.661
24.000,24.000,24.000,69.669,68.864,94.767,0.615,2.525,21.859,1.393,13.628,19.940,2.674,35.224,20.672,4.103,53.377,22.007,5.575,72.450,21.517,8.530,87.025,24.354,8.731,104.479,24.256,11.809,117.334,25.328,13.166,131.444,25.816,15.317,142.530,26.496,16.374,153.956,26.849,17.652,164.308,27.104,18.415,174.365,27.472,19.648,182.878,28.401,20.536,191.761,28.511,21.662,199.824,28.344,22.539,207.675,28.597,23.069,214.564,28.570,24.497,221.785,27.957,24.676,226.157,27.681,31.251,3.859,4.343,32.175,10.942,8.013,29.691,33.373,8.263,29.723,52.291,10.975,31.251,69.373,11.051,29.603,87.339,12.117,29.308,103.504,13.957,29.621,117.173,15.324,29.931,130.931,17.004,29.888,141.780,18.154,30.751,153.776,19.829,30.613,163.317,20.789,30.453,173.463,21.936,30.755,182.953,23.347,30.646,191.585,23.754,30.485,199.089,24.007,30.150,206.718,24.364,30.050,213.655,24.421,30.089,221.117,24.790,30.707,226.110,24.962,30.662,3.690,40.284,31.906,12.656,36.938,29.691,33.271,36.576,29.709,51.993,35.758,29.353,70.448,36.044,30.263,86.476,35.735,30.877,102.652,35.959,29.785,116.282,35.882,29.588,130.147,35.635,30.143,140.969,35.398,30.135,152.879,35.233,30.572,162.374,35.344,30.650,172.977,35.786,31.215,182.198,35.461,31.245,191.224,35.209,31.227,199.495,34.815,31.140,207.551,34.023,30.822,214.212,33.605,30.547,221.776,32.452,31.624,227.288,30.587
25.000,25.000,25.000,70.767,70.530,95.743,0.615,2.525,21.859,1.385,13.603,19.940,2.663,35.161,20.681,4.095,53.266,22.023,5.575,72.303,21.538,8.541,86.833,24.375,8.764,104.241,24.282,11.865,117.044,25.357,13.246,131.096,25.846,15.355,142.072,26.526,16.288,153.438,26.924,17.453,163.727,27.221,18.101,173.723,27.625,19.237,182.187,28.573,20.028,191.016,28.677,21.069,199.032,28.494,21.858,206.834,28.718,22.299,213.669,28.663,23.636,220.866,28.025,23.781,225.319,27.726,31.251,3.859,4.343,32.176,10.942,8.013,29.684,33.312,8.269,29.720,52.186,10.988,31.254,69.236,11.071,29.617,87.132,12.136,29.345,103.235,13.982,29.682,116.852,15.351,30.016,130.551,17.033,29.933,141.552,18.175,30.681,153.442,19.917,30.435,162.899,20.912,30.157,172.966,22.093,30.350,182.375,23.524,30.147,190.928,23.924,29.907,198.380,24.164,29.487,205.937,24.494,29.299,212.833,24.518,29.238,220.272,24.859,29.821,225.251,25.013,30.662,3.690,40.284,31.905,12.642,36.938,29.684,33.208,36.584,29.705,51.880,35.772,29.358,70.287,36.064,30.276,86.261,35.757,30.912,102.378,35.984,29.842,115.957,35.913,29.666,129.773,35.663,30.193,140.604,35.428,30.064,152.466,35.314,30.389,161.895,35.465,30.349,172.433,35.944,30.811,181.612,35.641,30.741,190.584,35.384,30.635,198.813,34.974,30.459,206.815,34.153,30.061,213.434,33.706,29.686,220.960,32.521,30.728,226.437,30.643
26.000,26.000,26.000,85.013,111.291,107.023,0.615,2.525,21.859,1.377,13.570,19.938,2.664,35.080,20.666,4.122,53.122,21.980,5.648,72.104,21.435,8.666,86.582,24.203,8.977,103.926,24.005,12.159,116.653,24.975,13.642,130.624,25.314,15.837,141.525,25.867,16.809,152.822,26.310,18.011,163.076,26.708,18.717,173.051,27.270,19.939,181.407,28.322,20.853,190.141,28.448,22.019,198.074,28.241,22.879,205.779,28.455,23.300,212.558,28.409,24.601,219.712,27.784,24.719,224.087,27.494,31.251,3.858,4.343,32.180,10.941,8.013,29.686,33.193,8.253,29.753,51.988,10.943,31.323,68.971,10.976,29.745,86.741,11.955,29.556,102.739,13.706,29.976,116.268,14.963,30.408,129.854,16.503,30.428,140.803,17.521,31.216,152.855,19.308,30.985,162.251,20.381,30.774,172.276,21.721,31.057,181.508,23.261,30.971,189.906,23.683,30.849,197.268,23.903,30.502,204.890,24.208,30.303,211.771,24.248,30.204,219.142,24.604,30.758,224.067,24.766,30.661,3.690,40.284,31.903,12.625,36.935,29.686,33.127,36.572,29.736,51.732,35.730,29.435,70.078,35.965,30.406,85.979,35.586,31.125,102.020,35.712,30.137,115.541,35.537,30.068,129.293,35.145,30.660,140.042,34.790,30.592,151.763,34.697,30.946,161.103,34.927,30.964,171.535,35.567,31.518,180.653,35.375,31.570,189.555,35.148,31.598,197.738,34.717,31.490,205.746,33.874,31.078,212.349,33.445,30.662,219.825,32.271,31.670,225.240,30.399
